Date,Andhra Pradesh/Rice,Andhra Pradesh/Sugarcane,Andhra Pradesh/Cotton,Andhra Pradesh/Maize,Andhra Pradesh/Groundnut,Bihar/Wheat,Bihar/Rice,Bihar/Maize,Bihar/Sugarcane,Gujarat/Groundnut,Gujarat/Cotton,Gujarat/Wheat,Gujarat/Sugarcane,Gujarat/Mustard,Haryana/Wheat,Haryana/Cotton,Haryana/Sugarcane,Haryana/Mustard,Karnataka/Sugarcane,Karnataka/Groundnut,Karnataka/Cotton,Karnataka/Maize,Madhya Pradesh/Wheat,Madhya Pradesh/Maize,Madhya Pradesh/Cotton,Madhya Pradesh/Sugarcane,Madhya Pradesh/Groundnut,Madhya Pradesh/Mustard,Maharashtra/Groundnut,Maharashtra/Sugarcane,Maharashtra/Cotton,Maharashtra/Maize,Maharashtra/Wheat,Orissa/Rice,Punjab/Wheat,Rajasthan/Wheat,Rajasthan/Maize,Rajasthan/Cotton,Rajasthan/Groundnut,Rajasthan/Mustard,Telangana/Rice,Telangana/Cotton,Uttar Pradesh/Rice,Uttar Pradesh/Wheat,Uttar Pradesh/Sugarcane,Uttar Pradesh/Mustard
01-11-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,1.616,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
01-12-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,1.616,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
01-13-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,1.616,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
01-14-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,1.616,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
01-15-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,1.616,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
01-16-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,1.616,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
01-17-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,1.616,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
01-18-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,1.616,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
01-19-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,1.616,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
01-20-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,1.616,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
01-21-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,1.616,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
01-22-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,1.616,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
01-23-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
01-24-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
01-25-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
01-26-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
01-27-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
01-28-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
01-29-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
01-30-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
01-31-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-01-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-02-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-03-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-04-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-05-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-06-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-07-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-08-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-09-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-10-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-11-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-12-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-13-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-14-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-15-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-16-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-17-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-18-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-19-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-20-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-21-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-22-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-23-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-24-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-25-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-26-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-27-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
02-28-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,0.1721854305,0.5000264892,0.2504966889,0.1039423077,,0.1183910248,0.3677435904,3.356164384,,,,0.1377682949,,,0.03872525526,,0.2875242975,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
03-01-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,,3.432,,0.1345643153,,0.1532697111,,3.356164384,,,,0.1634822559,,,0.0459531872,,,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
03-02-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,,3.432,,0.1345643153,,0.1532697111,,3.356164384,,,,0.1634822559,,,0.0459531872,,,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
03-03-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,,3.432,,0.1345643153,,0.1532697111,,3.356164384,,,,0.1634822559,,,0.0459531872,,,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
03-04-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,,3.432,,0.1345643153,,0.1532697111,,3.356164384,,,,0.1634822559,,,0.0459531872,,,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
03-05-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,,3.432,,0.1345643153,,0.1532697111,,3.356164384,,,,0.1634822559,,,0.0459531872,,,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
03-06-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,,3.432,,0.1345643153,,0.1532697111,,3.356164384,,,,0.1634822559,,,0.0459531872,,,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
03-07-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,,3.432,,0.1345643153,,0.1532697111,,3.356164384,,,,0.1634822559,,,0.0459531872,,,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
03-08-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,,3.432,,0.1345643153,,0.1532697111,,3.356164384,,,,0.1634822559,,,0.0459531872,,,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
03-09-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,,3.432,,0.1345643153,,0.1532697111,,3.356164384,,,,0.1634822559,,,0.0459531872,,,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
03-10-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,,3.432,,0.1345643153,,0.1532697111,,3.356164384,,,,0.1634822559,,,0.0459531872,,,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
03-11-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,,3.432,,0.1345643153,,0.1532697111,,3.356164384,,,,0.1634822559,,,0.0459531872,,,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
03-12-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,,3.432,,0.1345643153,,0.1532697111,,3.356164384,,,,0.1634822559,,,0.0459531872,,,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
03-13-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,,3.432,,0.1345643153,,0.1532697111,,3.356164384,,,,0.1634822559,,,0.0459531872,,,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
03-14-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,,3.432,,0.1345643153,,0.1532697111,,3.356164384,,,,0.1634822559,,,0.0459531872,,,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
03-15-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,,3.432,,0.1345643153,,0.1532697111,,3.356164384,,,,0.1634822559,,,0.0459531872,,,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
03-16-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,,3.432,,0.1345643153,,0.1532697111,,3.356164384,,,,0.1634822559,,,0.0459531872,,,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
03-17-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,,3.432,,0.1345643153,,0.1532697111,,3.356164384,,,,0.1634822559,,,0.0459531872,,,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
03-18-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,,3.432,,0.1345643153,,0.1532697111,,3.356164384,,,,0.1634822559,,,0.0459531872,,,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
03-19-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,,3.432,,0.1345643153,,0.1532697111,,3.356164384,,,,0.1634822559,,,0.0459531872,,,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
03-20-2023,,3.323,,,,0.7323428569,,,0.3163714296,,,,3.432,,0.1345643153,,0.1532697111,,3.356164384,,,,0.1634822559,,,0.0459531872,,,,1.720034247,,,0.4553571429,,0.471,0.06136039316,,,,0.752331261,,,,0.3594980764,0.5669058268,0.08189480404
